CLE,MCO,43665,2,331674,371904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,395120,413080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,313794,371904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CLEMCO,CLEMCO
CLE,MSP,43665,1,113826,115692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104496,115692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,43660,CLEMSP,CLEMSP
CLE,PHX,43665,1,399510,399510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397773,399510,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,5,43660,CLEPHX,CLEPHX
CLE,RDU,43665,1,69888,77376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66560,77376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CLERDU,CLERDU
CLE,RSW,43665,1,222425,235750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237699,236670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,211150,235750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CLERSW,CLERSW
CLE,SAN,43665,1,370758,376836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372784,376836,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CLESAN,CLESAN
CLE,SEA,43665,1,442380,464600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462122,464140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,430260,464600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,5,43660,CLESEA,CLESEA
CLE,SRQ,43665,1,209839,222410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204037,222410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CLESRQ,CLESRQ
CLE,TPA,43665,1,167968,172608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216690,213900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163328,167040,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,7,5,43660,CLETPA,CLETPA
CLT,DEN,43665,1,241635,240300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,240480,240480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,237630,240300,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CLTDEN,CLTDEN
CLT,LAS,43665,1,352728,356562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333558,345060,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,5,43660,CLTLAS,CLTLAS
CLT,MCO,43665,1,83126,86862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106722,106260,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,77989,86862,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,5,43660,CLTMCO,CLTMCO
CLT,PHL,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81536,80640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CLTPHL,CLTPHL
CLT,PVD,43665,1,122940,127038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157320,157320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122940,122940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CLTPVD,CLTPVD
CLT,TTN,43665,1,81312,90024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79860,90024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,43660,CLTTTN,CLTTTN
CMH,DEN,43665,1,203904,214272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207192,209520,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,194688,207360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CMHDEN,CMHDEN
CMH,MCO,43665,1,168210,184230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166608,184230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CMHMCO,CMHMCO
COS,ATL,43665,1,186045,220410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187230,213300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,43660,ATLCOS,COSATL
COS,IAD,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198968,219450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,COSIAD,COSIAD
COS,LAS,43665,2,205700,225060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104896,110856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,189970,225060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,5,43660,COSLAS,COSLAS
